,restaurant,type,price,rating,review,url
486,Jam,Cuisine American,From 13 USD    to 24 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Hiding in plain sight on a residential Logan Square block, Jam remains the sweetheart of brunch-o-philes who won't settle for some greasy spoon. Clean white walls and gray stone tables punctuated by lime green placemats give a gallery-like feel to the space; a friendly welcome and wide-open kitchen keep it homey. Their brunch standards like French toast are nothing short of luxurious: think brioche soaked in vanilla- and malt-spiked custard cooked sous vide to absorb every drop, then caramelized in a sizzling pan and garnished with lime leaf-whipped cream and pineapple compote. Braised beef, tangy tomato crema, and smoked Gouda are rolled into lacy buckwheat crêpes and topped with a sunnyside egg for an elegant take on the breakfast burrito.",https://www.viamichelin.com/web/Restaurant/Chicago-_-Jam-373571-41102
487,Lula Cafe,Cuisine American,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Despite a gleamingly renovated kitchen, neighborhood darling Lula Cafe remains the same beloved hangout it's always been. No matter what's on the constantly evolving menu, the fresh, seasonal, and always original fare keeps the casual spot slammed with the creative denizens of Logan Square from morning to night. The mouthwatering fixings in Lula's Royale breakfast sandwich change with the seasons and might include thin slices of meaty, tender short rib, a sunny-side up farm egg, smoky cumin aïoli and bitter orange jam served alongside a salad of vinegary carrot, daikon, and cilantro. Sweet teeth are satisfied by a tall wedge of double-layered carrot cake complete with crème anglaise and a luxurious spoonful of strawberry preserves on the side.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Lula_Cafe-269215-41102
488,Fat Rice,Cuisine Asian,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Not familiar with the food of Macau? Not to worry-Fat Rice turns the uninitiated into believers nightly. A wooden pergola shelters hardy souls braving the infamous wait for a table. Bar seating around the open kitchen gives a bird's-eye view of the mélange of ingredients used in each dish, though servers are happy to walk any guest through the intoxicating mashup of Portuguese and Asian cuisine. Sharing is recommended for platters like the namesake arroz gordo, a paella-esque blend of meat, shellfish, and pickles. Pillowy bread sops up chunky olive-and-bacalhau spread in a pool of verdant olive oil. Shredded dried pork and fried shallots are intriguing but successful dessert components, when paired with salted caramel, sesame and crispy rice.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Fat_Rice-408492-41102
489,TAC Quick,Cuisine Thai,From 13 USD    to 24 USD,"Bib Gourmand: good quality, good value cooking.





Simple standard.","The focus at this Wrigleyville institution is on speedy, authentic Thai food-and that's exactly what you'll get. Colorful orchids brighten up the minimal space, where solo diners sit at the narrow center bar and people-watchers keep an eye on the hustle and bustle outside from high tables near the windows. Two laminated menus-one with standard fare, and another ""secret"" listing with more traditional dishes-ensure there's something for everyone. It's hard to resist double-dipping a stack of glistening, charred moo ping pork skewers in sour, spicy, and sweet sauce, or finishing every flaky morsel of pad ped pla duk (fried catfish with creamy green curry). Spice crazed? You're in luck; TAC Quick's heat level is perhaps the most authentic around.",https://www.viamichelin.com/web/Restaurant/Chicago-60613-TAC_Quick-339935-41102
490,Longman & Eagle,Cuisine Gastropub,From 25 USD    to 49 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Simple standard.","Poised along a trendy corner and marked by a single ampersand over the door, this is the ultimate merger of the Old World and New Order. It's the kind of place where remnants of a glorious past live in harmony with more current elements, and where chefs prefer bandanas and beards to toques. Yet, the cuisine is as haute as ever. Millennials never tire of this local hangout and its numerous dining nooks, including the hip and happening bar that pours an exceptional carte of cocktails; a boisterous front dining room; as well as an exposed brick alcove that flaunts both space and privacy. Open from early to late, the jumping tavern cooks up an exciting lineup of truly extraordinary fare. Make a decadent start with duck (pastrami, confit, and heart) in a jar neatly coupled with rice, beans, and potatoes. Black bass, fried oysters, and green tomato chow chow in a Southern pork broth is another rich dish; while buckwheat cannelloni with chickpeas, French feta, and fennel barigoule in soubise is as wholesome as it is heavenly. At the end, black sesame doughnuts with tapioca and coconut are creamy, crunchy, and certify nothing short of sweet dreams-perhaps in one of the hotel rooms above the bar?",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Longman_Eagle-289577-41102
491,Yusho,Cuisine Japanese,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Just off the beaten (and quickly gentrifying) path from its Logan Square brethren, Yusho quietly draws a crowd. A narrow façade hides a deceptively expansive room done up in a rustic-chic mix of weathered wood planks, cement floors, plaid-upholstered booths, and Danish midcentury chairs. Diners show up in droves for a rotating selection of steamed buns, crispy chicken bits, and slurpable noodle bowls. ""Logan Poser Ramen"" showcases Chef/owner Matthias Merges' house-made noodles, a swirl of thick, al dente strands in spicy tonkatsu broth. A poached hen egg and crispy pig's tail croquette take it over the top. Vegetarians delight in an elegant pickled gobo root salad with translucent Asian pear and black plum slices and silky tofu-tobanjan dressing.",https://www.viamichelin.com/web/Restaurant/Chicago-60618-Yusho-366453-41102
492,Kuma's Corner,Cuisine American,From 13 USD    to 24 USD,Simple standard.,"Even vegans know the cult following of Kuma's Corner, though there's absolutely nothing for them on the menu at this heavy metal burger joint on an unassuming Avondale corner. It's not for the faint of heart: between the crowds, the crunching blasts of sound, and the NC-17 artwork. Steady yourself with a beer or Bourbon while waiting for a table and a juicy patty. The lines wouldn't be stretching out the door if the kitchen weren't cranking out kick-ass burgers. The menu features more than a dozen options of 10-oz. monsters served on pretzel rolls with myriad toppings like roasted garlic mayonnaise, house-made hot sauce, and pepper jack cheese. Almost as famous, mac and cheese with add-ins offers a comparably artery-clogging change of pace.",https://www.viamichelin.com/web/Restaurant/Chicago-60618-Kuma_s_Corner-296405-41102
493,The Piggery,Cuisine American,From 25 USD    to 49 USD,Simple standard.,"The bacon is back-as well as the ham, the shoulder, and the rest of the pig too. This Lakeview sports bar and shrine to all things porcine pays homage to its whimsical ways by way of kitschy pig paraphernalia that shares shelf and wall space with flat-screens tuned to Cubs and Sox games, naturally. The menu may be hell for vegans, but it's a pork lover's paradise: cuts from every part of the animal find their way into nearly each dish, from hearty ham-stuffed burgers to the signature bacon-wrapped jalapeño poppers. Gently charred slabs of ribs basted with the Piggery's own heady barbecue sauce are teeth-sinkingly tender. Even salads may give you the meat sweats, with pulled pork or buffalo chicken-and bacon, of course-offered as toppings.",https://www.viamichelin.com/web/Restaurant/Chicago-60613-The_Piggery-337549-41102
494,Friendship,Cuisine Chinese,From 25 USD    to 49 USD,Good standard.,"Innovative Chinese cuisine and sophisticated cocktails make this hip Logan Square venue worth seeking out. Inside the dimly-lit space, wood-lined walls, sleek banquettes, linen-draped tables, and polished cooper accents play off a palette of rich neutrals to lend a modern, upscale vibe. Friendship's spirited menu offers both traditional cuisine and enticing departures. Fruit juices and liquors enhance items like Barbarian beef with a chili-cabernet sauce. Then, Champagne lemon chicken, XO brandy beef chow fun, and sizzling Xi'an pork with a red chilli-and-black bean sauce all boast salty, sweet, and spicy notes. Chocolate fortune cookies are a sweet finish, but if in need of more, you're in luck: there's a second outpost downtown on the lakefront.",https://www.viamichelin.com/web/Restaurant/Chicago-60618-Friendship-474194-41102
495,Via Lima,Cuisine Peruvian,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Via Lima infuses a chic, contemporary personality into the typical rustic atmosphere of a Peruvian restaurant. Here, Lakeview residents pack themselves into comfortable booths upholstered in colorful fabrics, sharing dishes from a refined menu of familiar classics or tucking into larger entrées at bare wood tables. A bracingly sour leche de tigre broth infused with fiery South American rocoto chile adds zing to market-fresh fish ceviche, while starchy corn kernels and a scoop of creamy sweet potatoes tame the heat. Choclo soufflé blends a fluffy, mildly sweet corn cake with meltingly tender duck confit to balance sweet and savory; while Lucuma mousse subtly showcases the vibrant marigold-hued Peruvian fruit, topped with a spoonful of fresh vanilla whipped cream.",https://www.viamichelin.com/web/Restaurant/Chicago-60618-Via_Lima-478761-41102
